phenotype,outcome,feature,mean_abs_shap,relative_shap,total_mean_abs_shap
enigma,epilepsy_ltle,L6 CT,0.003967170975189102,0.02198539014510676,0.18044578463266736
enigma,epilepsy_ltle,L6 IT,0.009962581446342338,0.05521094031995881,0.18044578463266736
enigma,epilepsy_ltle,L6 IT Car3,0.009423166934209444,0.05222159638360154,0.18044578463266736
enigma,epilepsy_ltle,L6b,0.019246414882269705,0.10666037403671991,0.18044578463266736
enigma,epilepsy_ltle,Lamp5,0.010741818940787348,0.059529342636927864,0.18044578463266736
enigma,epilepsy_ltle,Lamp5_Lhx6,0.0006163556671469228,0.0034157387960136345,0.18044578463266736
enigma,epilepsy_ltle,Micro-PVM,0.008195540557848302,0.04541829876786496,0.18044578463266736
enigma,epilepsy_ltle,OPC,0.009677768525636538,0.05363255531481395,0.18044578463266736
enigma,epilepsy_ltle,Oligo,0.009294814065629946,0.05151028650822382,0.18044578463266736
enigma,epilepsy_ltle,Pax6,0.0055044736415714645,0.030504861350886616,0.18044578463266736
enigma,epilepsy_ltle,Pvalb,0.00993035719535601,0.05503235897458725,0.18044578463266736
enigma,epilepsy_ltle,Sncg,0.004801719494617485,0.02661031680176028,0.18044578463266736
enigma,epilepsy_ltle,Sst,0.006027700350416292,0.03340449522102638,0.18044578463266736
enigma,epilepsy_ltle,VLMC,0.010425401301107626,0.05777580962797533,0.18044578463266736
enigma,epilepsy_ltle,Vip,0.012027898341082978,0.06665657701878774,0.18044578463266736
enigma,depression,Astro,0.008205996318865386,0.04399451220656883,0.1865231799897112
enigma,depression,Chandelier,0.017537163375916893,0.09402136172503739,0.1865231799897112
enigma,depression,Endo,0.00302777022765425,0.016232675358747714,0.1865231799897112
enigma,depression,L2/3 IT,0.004699992082336555,0.025197898098219273,0.1865231799897112
enigma,depression,L4 IT,0.0065615526895752355,0.03517821586538025,0.1865231799897112
enigma,depression,L5 ET,0.004606504325092964,0.024696685555902827,0.1865231799897112
enigma,depression,L5 IT,0.012131743620196886,0.06504147967489125,0.1865231799897112
enigma,depression,L5/6 NP,0.005220967919274352,0.027990987069608963,0.1865231799897112
enigma,depression,L6 CT,0.013708473607496231,0.07349474530861205,0.1865231799897112
enigma,depression,L6 IT,0.00400627404858744,0.021478692615086392,0.1865231799897112
enigma,depression,L6 IT Car3,0.008030937981577646,0.04305597825439519,0.1865231799897112
enigma,depression,L6b,0.020290019162245015,0.10878014820122749,0.1865231799897112
enigma,depression,Lamp5,0.014001426932784696,0.07506534540938573,0.1865231799897112
enigma,depression,Lamp5_Lhx6,0.008260224534890646,0.04428524398600907,0.1865231799897112
enigma,depression,Micro-PVM,0.0035051049374819104,0.018791792728792504,0.1865231799897112
enigma,depression,OPC,0.009498402233675497,0.0509234414414307,0.1865231799897112
enigma,depression,Oligo,0.002396223834253101,0.01284678844948536,0.1865231799897112
enigma,depression,Pax6,0.005295094655798719,0.02838840006958278,0.1865231799897112
enigma,depression,Pvalb,0.007874513772307854,0.042217346780932107,0.1865231799897112
enigma,depression,Sncg,0.004813245083400642,0.0258050773296174,0.1865231799897112
enigma,depression,Sst,0.010057639161307079,0.053921658218897335,0.1865231799897112
enigma,depression,VLMC,0.001132524783906012,0.006071764292076101,0.1865231799897112
enigma,depression,Vip,0.011661384701086148,0.06251976136011299,0.1865231799897112
enigma,ocd,Astro,0.003163858404664893,0.049903168313129256,0.06339995057653482
enigma,ocd,Chandelier,0.006256855605135499,0.09868865114622419,0.06339995057653482
enigma,ocd,Endo,0.0009536775481683976,0.015042244347133082,0.06339995057653482
enigma,ocd,L2/3 IT,0.0008859866465829862,0.013974563679090658,0.06339995057653482
enigma,ocd,L4 IT,0.00448811193610894,0.07079046427159284,0.06339995057653482
enigma,ocd,L5 ET,0.00029899995964483933,0.004716091367987648,0.06339995057653482
enigma,ocd,L5 IT,0.0012567767672328864,0.0198229928541622,0.06339995057653482
enigma,ocd,L5/6 NP,0.00408279703567216,0.06439747978578485,0.06339995057653482
enigma,ocd,L6 CT,0.006358294619606502,0.1002886368488715,0.06339995057653482
enigma,ocd,L6 IT,0.0027579879263118254,0.0435014207618735,0.06339995057653482
enigma,ocd,L6 IT Car3,0.0032268062500476146,0.050896037310822435,0.06339995057653482
enigma,ocd,L6b,0.002444130007097054,0.038550976536591494,0.06339995057653482
enigma,ocd,Lamp5,0.003272153353578821,0.051611291867314,0.06339995057653482
enigma,ocd,Lamp5_Lhx6,0.004429984067050272,0.0698736201963203,0.06339995057653482
enigma,ocd,Micro-PVM,0.003898059881583853,0.061483642276317134,0.06339995057653482
enigma,ocd,OPC,0.0011508153147403806,0.018151675265915948,0.06339995057653482
enigma,ocd,Oligo,0.0007413159546372582,0.011692689787547395,0.06339995057653482
enigma,ocd,Pax6,0.003099710960993015,0.04889137819202433,0.06339995057653482
enigma,ocd,Pvalb,0.003714101192500913,0.05858208340426613,0.06339995057653482
enigma,ocd,Sncg,0.0011107054417014578,0.017519026933004344,0.06339995057653482
enigma,ocd,Sst,0.0024571770524036843,0.03875676605516344,0.06339995057653482
enigma,ocd,VLMC,0.0011963570726142834,0.01887000008257217,0.06339995057653482
enigma,ocd,Vip,0.0021552875784572835,0.03399509871629119,0.06339995057653482
enigma,schizophrenia,Astro,0.00499137231915263,0.009786879049574947,0.5100065397629912
enigma,schizophrenia,Chandelier,0.03650151748521414,0.07157068515665901,0.5100065397629912
enigma,schizophrenia,Endo,0.02381661788544554,0.04669865193594093,0.5100065397629912
enigma,schizophrenia,L2/3 IT,0.020141772982884405,0.03949316609203606,0.5100065397629912
enigma,schizophrenia,L4 IT,0.036907434058053676,0.07236658979942727,0.5100065397629912
enigma,schizophrenia,L5 ET,0.031212196627117442,0.06119960077692786,0.5100065397629912
enigma,schizophrenia,L5 IT,0.015855158491601924,0.031088147416639185,0.5100065397629912
