branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0
within_layer__clr_false__thickness_absolute,l3,Astro,0.36064723639264334,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Chandelier,0.23657474622273544,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Endo,0.25783102214823783,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L2/3 IT,0.12927890663156452,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L4 IT,-0.45297071131122985,1.0,600,1.0,False
within_layer__clr_false__thickness_absolute,l3,L5 ET,-0.07501284092911062,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L5 IT,-0.2043031975397684,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,L5/6 NP,-0.26156358143997754,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L6 CT,-0.3226473461090382,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L6 IT,-0.47826536538937814,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,L6 IT Car3,0.018505555187137965,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,L6b,-0.13248029339094938,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,Lamp5,0.4061726847692192,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l3,Lamp5_Lhx6,-0.016591314513059775,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l3,Micro-PVM,0.38905247881680605,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,OPC,0.1948909516483221,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Oligo,0.03549053622672394,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l3,Pax6,0.3362290143027,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Pvalb,0.1064894140190129,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Sncg,0.38993273282685975,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l3,Sst,0.36635299594045023,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l3,Vip,0.574720329510431,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l4,Astro,0.27787436953175243,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Chandelier,0.17237882535269022,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l4,Endo,0.03950284807031206,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l4,L2/3 IT,0.5319302911568367,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,L4 IT,0.44709976532481777,0.0016638935108153079,600,0.006207602713426341,True
