branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0,p_value_original,unique_mismatch_extreme_count,n_unique_mismatch
within_layer__clr_false__thickness_relative,l3,Oligo,-0.001217777412776,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l3,Pax6,-0.0669359062787282,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,Pvalb,-0.2000926242930454,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,Sncg,0.1509628021001477,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,Sst,0.3848285032034874,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,Vip,0.3970842886399342,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l4,Astro,-0.5170245563218763,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,Chandelier,-0.4112805425504512,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,Endo,-0.1247222286895972,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l4,L2/3 IT,0.3636710317907117,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l4,L4 IT,0.1412842448434873,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l4,L5 ET,-0.2254418540785001,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l4,L5 IT,-0.4893375889935643,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,L5/6 NP,0.6593735865531382,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l4,Lamp5,0.0697767391822536,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l4,Lamp5_Lhx6,0.6010867142049886,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l4,Micro-PVM,-0.5225203642089311,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,OPC,-0.2503860578216096,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l4,Oligo,0.3207975355379918,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l4,Pax6,0.2138866861400442,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l4,Pvalb,-0.2542183772191427,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l4,Sncg,-0.3948846604004483,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,Sst,-0.5296864898883432,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l4,Vip,-0.3788565242217579,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l5,Astro,0.2813229821452061,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,Chandelier,0.4809611884298304,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,Endo,0.0021879022082748,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l5,L4 IT,0.2157993282671751,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l5,L5 ET,0.4298034970874007,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,L5 IT,-0.3181078509231394,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l5,L5/6 NP,-0.2360795588446177,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l5,L6 CT,0.179611893183117,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l5,L6 IT,-0.1585614492277635,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l5,L6 IT Car3,-0.2171041081275113,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l5,L6b,-0.0851897320326406,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l5,Lamp5,0.23936948918325,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,Lamp5_Lhx6,-0.0602245395061989,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l5,Micro-PVM,0.3426163096693475,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,OPC,0.4520295999048276,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,Oligo,0.044397517576387,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l5,Pvalb,0.2575696834836141,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l5,Sst,0.1477199766129606,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l5,Vip,0.4244544399131604,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l6,Astro,0.6961507506856089,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Chandelier,0.773715070386979,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Endo,0.4402603185222503,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,L5 ET,-0.357025989375156,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l6,L5 IT,-0.7280857193051136,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l6,L5/6 NP,-0.1563861287503579,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l6,L6 CT,-0.6085113699831735,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l6,L6 IT,-0.5536520429965046,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l6,L6 IT Car3,0.0745492596719453,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l6,L6b,-0.0876800727690823,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l6,Lamp5,0.6290853402153243,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Lamp5_Lhx6,0.6450398414295981,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Micro-PVM,0.7240542935458703,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,OPC,0.7669530515228437,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Oligo,0.4715820952720407,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Pvalb,0.4632358826626424,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l6,Sst,0.3925673519320251,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_true__thickness_absolute,l1,Astro,-0.4613513993887187,1.0,600,1.0,False,1.0,5,5
within_layer__clr_true__thickness_absolute,l1,Endo,0.1822627977514104,0.3333333333333333,600,0.9238095238095236,False,0.2013311148086522,1,5
within_layer__clr_true__thickness_absolute,l1,Lamp5,-0.1773174433596595,0.8333333333333334,600,1.0,False,0.800332778702163,4,5
within_layer__clr_true__thickness_absolute,l1,Micro-PVM,0.5061504155192812,0.3333333333333333,600,0.9238095238095236,False,0.2013311148086522,1,5
within_layer__clr_true__thickness_absolute,l1,OPC,-0.346894979205608,0.8333333333333334,600,1.0,False,0.800332778702163,4,5
within_layer__clr_true__thickness_absolute,l1,Pax6,-0.3460667764550357,1.0,600,1.0,False,1.0,5,5
within_layer__clr_true__thickness_absolute,l1,Sncg,0.2773821125749454,0.16666666666666666,600,0.9238095238095236,False,0.0016638935108153,0,5
within_layer__clr_true__thickness_absolute,l1,VLMC,-0.3633792384596382,0.6666666666666666,600,1.0,False,0.6006655574043261,3,5
